,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
3688,1442,16/04/2021 13:45,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
3689,1444,08/05/2021 08:35,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3690,1444,11/05/2021 23:54,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3691,1444,17/05/2021 18:45,APPROVED,PLASTIC,44,4100,43,NULL,NULL,NULL
3692,1444,22/05/2021 14:38,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,3
3693,1444,29/06/2021 08:57,NULL,NULL,NULL,NULL,NULL,3.812617285,NULL,NULL
3694,1447,05/07/2021 15:42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3695,1448,08/06/2021 16:28,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3696,1448,11/06/2021 23:51,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3697,1448,17/06/2021 02:33,APPROVED,DIGITAL,43,7700,40,NULL,NULL,NULL
3698,1448,28/08/2021 00:59,NULL,NULL,NULL,NULL,NULL,324.6673062,NULL,NULL
3699,1448,19/10/2021 21:29,NULL,NULL,NULL,NULL,NULL,3287.850632,NULL,NULL
3700,1448,21/10/2021 02:14,NULL,NULL,NULL,NULL,NULL,659.3647399,NULL,NULL
3701,1453,07/05/2021 02:41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3702,1454,23/04/2021 23:21,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3703,1454,30/04/2021 07:31,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3704,1454,02/05/2021 00:01,APPROVED,PLASTIC,49,13100,31,NULL,NULL,NULL
3705,1454,09/05/2021 05:34,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,0
3706,1454,31/05/2021 01:13,NULL,NULL,NULL,NULL,NULL,4.629600982,NULL,NULL
3707,1454,14/07/2021 05:08,NULL,NULL,NULL,NULL,NULL,3699.698692,NULL,NULL
3708,1455,11/08/2021 17:49,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3709,1455,16/08/2021 17:45,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3710,1455,20/08/2021 16:58,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
3711,1457,07/07/2021 14:23,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3712,1457,12/07/2021 13:34,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3713,1457,16/07/2021 10:28,APPROVED,PLASTIC,36,41800,48,NULL,NULL,NULL
3714,1457,23/07/2021 05:12,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,3
3715,1457,03/08/2021 01:54,NULL,NULL,NULL,NULL,NULL,125.7679543,NULL,NULL
3716,1458,11/06/2021 01:46,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3717,1458,11/06/2021 21:35,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3718,1458,13/06/2021 14:14,APPROVED,PLASTIC,37,26600,33,NULL,NULL,NULL
3719,1458,27/06/2021 03:22,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
3720,1458,23/08/2021 02:50,NULL,NULL,NULL,NULL,NULL,1099.495733,NULL,NULL
3721,1458,17/09/2021 23:22,NULL,NULL,NULL,NULL,NULL,171.8170405,NULL,NULL
3722,1458,05/10/2021 09:01,NULL,NULL,NULL,NULL,NULL,6959.52427,NULL,NULL
3723,1458,14/10/2021 23:09,NULL,NULL,NULL,NULL,NULL,574.0173282,NULL,NULL
3724,1460,19/08/2021 17:18,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3725,1460,21/08/2021 13:35,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3726,1460,27/08/2021 15:56,APPROVED,PLASTIC,34,31500,35,NULL,NULL,NULL
3727,1460,10/09/2021 19:12,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,4
3728,1460,21/09/2021 19:41,NULL,NULL,NULL,NULL,NULL,2504.096512,NULL,NULL
3729,1462,18/03/2021 19:43,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3730,1462,19/03/2021 12:49,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3731,1462,23/03/2021 23:25,APPROVED,PLASTIC,35,2300,33,NULL,NULL,NULL
3732,1462,31/03/2021 03:27,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
3733,1462,24/04/2021 01:02,NULL,NULL,NULL,NULL,NULL,15.26146634,NULL,NULL
3734,1462,29/09/2021 11:02,NULL,NULL,NULL,NULL,NULL,708.4398561,NULL,NULL
3735,1462,17/10/2021 10:06,NULL,NULL,NULL,NULL,NULL,64.87643371,NULL,NULL
3736,1463,07/10/2021 01:59,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3737,1463,13/10/2021 22:15,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3738,1463,15/10/2021 07:25,APPROVED,DIGITAL,44,200,49,NULL,NULL,NULL
3739,1463,20/10/2021 08:55,NULL,NULL,NULL,NULL,NULL,235.1452494,NULL,NULL
3740,1464,08/04/2021 00:29,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3741,1464,11/04/2021 14:23,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3742,1464,18/04/2021 06:03,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
3743,1466,30/05/2021 17:01,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3744,1466,02/06/2021 12:45,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3745,1466,08/06/2021 03:53,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
3746,1470,04/10/2021 03:32,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3747,1470,06/10/2021 12:18,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3748,1470,12/10/2021 17:48,APPROVED,PLASTIC,40,400,42,NULL,NULL,NULL
3749,1470,23/10/2021 18:17,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
3750,1470,23/10/2021 14:30,NULL,NULL,NULL,NULL,NULL,104.7544864,NULL,NULL
3751,1470,22/10/2021 06:37,NULL,NULL,NULL,NULL,NULL,13.69727482,NULL,NULL
3752,1470,22/10/2021 00:07,NULL,NULL,NULL,NULL,NULL,154.1972223,NULL,NULL
3753,1471,19/05/2021 20:39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3754,1472,03/09/2021 02:32,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3755,1472,04/09/2021 03:43,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3756,1472,04/09/2021 20:53,APPROVED,PLASTIC,47,16700,33,NULL,NULL,NULL
3757,1472,16/09/2021 04:13,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
3758,1472,17/10/2021 01:05,NULL,NULL,NULL,NULL,NULL,318.1457986,NULL,NULL
3759,1473,08/10/2021 15:41,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3760,1473,15/10/2021 13:24,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3761,1473,20/10/2021 12:00,APPROVED,DIGITAL,48,8400,31,NULL,NULL,NULL
3762,1474,13/03/2021 15:13,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3763,1474,19/03/2021 22:53,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3764,1474,26/03/2021 07:59,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
3765,1475,21/06/2021 10:26,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3766,1475,23/06/2021 21:25,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3767,1475,27/06/2021 10:09,APPROVED,DIGITAL,48,14200,49,NULL,NULL,NULL
3768,1475,04/10/2021 23:57,NULL,NULL,NULL,NULL,NULL,381.3378389,NULL,NULL
3769,1475,16/10/2021 02:48,NULL,NULL,NULL,NULL,NULL,11.70599901,NULL,NULL
3770,1475,17/10/2021 08:58,NULL,NULL,NULL,NULL,NULL,10.13547553,NULL,NULL
3771,1475,18/10/2021 04:43,NULL,NULL,NULL,NULL,NULL,1364.169848,NULL,NULL
3772,1476,16/02/2021 02:17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3773,1477,03/01/2021 04:06,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3774,1477,10/01/2021 02:09,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3775,1477,13/01/2021 03:51,APPROVED,DIGITAL,31,13100,42,NULL,NULL,NULL
3776,1477,04/05/2021 22:37,NULL,NULL,NULL,NULL,NULL,19.91930648,NULL,NULL
3777,1477,01/08/2021 20:37,NULL,NULL,NULL,NULL,NULL,6.896409347,NULL,NULL
3778,1479,20/01/2021 07:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3779,1480,27/01/2021 19:30,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3780,1480,30/01/2021 01:43,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3781,1480,01/02/2021 00:28,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
3782,1481,13/07/2021 01:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3783,1484,03/02/2021 04:30,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3784,1484,05/02/2021 18:41,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3785,1484,12/02/2021 01:10,APPROVED,PLASTIC,34,15100,48,NULL,NULL,NULL
3786,1484,23/02/2021 00:40,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
3787,1484,13/06/2021 08:33,NULL,NULL,NULL,NULL,NULL,268.9002473,NULL,NULL
3788,1484,04/07/2021 11:25,NULL,NULL,NULL,NULL,NULL,1040.244958,NULL,NULL
3789,1484,29/07/2021 10:21,NULL,NULL,NULL,NULL,NULL,1848.642523,NULL,NULL
3790,1484,13/10/2021 00:47,NULL,NULL,NULL,NULL,NULL,7133.038385,NULL,NULL
3791,1487,23/01/2021 20:02,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3792,1487,25/01/2021 12:48,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3793,1487,01/02/2021 10:46,APPROVED,DIGITAL,34,25900,47,NULL,NULL,NULL
3794,1489,28/04/2021 08:21,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3795,1489,30/04/2021 13:11,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3796,1489,03/05/2021 08:48,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
3797,1490,26/08/2021 06:29,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3798,1490,26/08/2021 12:50,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3799,1490,31/08/2021 06:41,APPROVED,DIGITAL,40,18100,33,NULL,NULL,NULL
3800,1490,21/10/2021 18:07,NULL,NULL,NULL,NULL,NULL,377.3222097,NULL,NULL
3801,1495,28/01/2021 23:38,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3802,1495,30/01/2021 16:43,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3803,1495,02/02/2021 05:10,APPROVED,DIGITAL,42,11400,39,NULL,NULL,NULL
3804,1495,23/07/2021 08:08,NULL,NULL,NULL,NULL,NULL,72376.40999,NULL,NULL
3805,1496,06/10/2021 11:28,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3806,1496,11/10/2021 09:38,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3807,1496,12/10/2021 09:10,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
3808,1497,10/02/2021 08:20,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3809,1497,13/02/2021 14:15,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3810,1497,17/02/2021 03:39,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
3811,1499,22/06/2021 17:45,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3812,1499,27/06/2021 18:22,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3813,1499,04/07/2021 01:56,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
3814,1500,14/02/2021 14:17,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3815,1500,18/02/2021 05:17,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3816,1500,19/02/2021 16:38,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
3817,1502,06/07/2021 10:39,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3818,1502,10/07/2021 17:23,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3819,1502,11/07/2021 10:09,APPROVED,DIGITAL,46,24100,42,NULL,NULL,NULL
3820,1502,25/09/2021 15:52,NULL,NULL,NULL,NULL,NULL,738.7392536,NULL,NULL
3821,1502,12/10/2021 01:42,NULL,NULL,NULL,NULL,NULL,1371.320603,NULL,NULL
3822,1502,18/10/2021 00:49,NULL,NULL,NULL,NULL,NULL,237.4208099,NULL,NULL
3823,1503,24/03/2021 02:10,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3824,1503,26/03/2021 10:35,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3825,1503,27/03/2021 15:51,APPROVED,DIGITAL,42,49400,47,NULL,NULL,NULL
3826,1503,22/04/2021 18:27,NULL,NULL,NULL,NULL,NULL,7046.775943,NULL,NULL
3827,1503,11/07/2021 19:38,NULL,NULL,NULL,NULL,NULL,33.53485853,NULL,NULL
3828,1503,08/09/2021 07:47,NULL,NULL,NULL,NULL,NULL,189.6232799,NULL,NULL
3829,1503,03/10/2021 19:50,NULL,NULL,NULL,NULL,NULL,1827.751917,NULL,NULL
3830,1505,23/04/2021 20:45,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3831,1505,29/04/2021 15:58,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3832,1505,02/05/2021 22:24,APPROVED,PLASTIC,37,7400,41,NULL,NULL,NULL
3833,1505,15/05/2021 04:38,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
3834,1505,26/07/2021 20:34,NULL,NULL,NULL,NULL,NULL,39.10443374,NULL,NULL
3835,1505,23/08/2021 03:46,NULL,NULL,NULL,NULL,NULL,1279.159146,NULL,NULL
3836,1505,16/10/2021 21:18,NULL,NULL,NULL,NULL,NULL,4859.375842,NULL,NULL
3837,1505,21/10/2021 07:09,NULL,NULL,NULL,NULL,NULL,1056.532952,NULL,NULL
3838,1505,21/10/2021 14:32,NULL,NULL,NULL,NULL,NULL,1492.509163,NULL,NULL
3839,1506,12/05/2021 00:21,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3840,1506,15/05/2021 04:40,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3841,1506,16/05/2021 02:46,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
3842,1508,03/03/2021 09:19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3843,1509,05/02/2021 21:41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3844,1513,28/09/2021 04:52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3845,1517,26/08/2021 11:48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3846,1518,08/02/2021 19:43,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3847,1518,09/02/2021 23:05,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3848,1518,12/02/2021 03:46,APPROVED,DIGITAL,36,44900,45,NULL,NULL,NULL
3849,1518,10/09/2021 08:45,NULL,NULL,NULL,NULL,NULL,2962.549948,NULL,NULL
3850,1518,20/10/2021 01:18,NULL,NULL,NULL,NULL,NULL,40.52747154,NULL,NULL
3851,1518,20/10/2021 09:55,NULL,NULL,NULL,NULL,NULL,4759.330508,NULL,NULL
3852,1519,24/06/2021 10:24,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3853,1519,29/06/2021 03:09,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3854,1519,03/07/2021 08:46,APPROVED,PLASTIC,31,3600,40,NULL,NULL,NULL
3855,1519,04/07/2021 15:40,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
3856,1519,25/08/2021 15:45,NULL,NULL,NULL,NULL,NULL,231.8627433,NULL,NULL
3857,1519,13/09/2021 07:03,NULL,NULL,NULL,NULL,NULL,1429.650368,NULL,NULL
3858,1520,11/03/2021 02:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3859,1522,01/09/2021 20:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3860,1523,24/05/2021 10:05,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3861,1523,30/05/2021 11:30,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3862,1523,01/06/2021 13:28,APPROVED,PLASTIC,34,1000,42,NULL,NULL,NULL
3863,1523,03/06/2021 06:52,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,2
3864,1523,28/09/2021 06:31,NULL,NULL,NULL,NULL,NULL,3781.687656,NULL,NULL
3865,1523,18/10/2021 03:05,NULL,NULL,NULL,NULL,NULL,689.4700966,NULL,NULL
3866,1523,21/10/2021 13:40,NULL,NULL,NULL,NULL,NULL,22.6253954,NULL,NULL
3867,1523,21/10/2021 14:46,NULL,NULL,NULL,NULL,NULL,351.8055475,NULL,NULL
3868,1524,11/04/2021 04:39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3869,1525,13/05/2021 01:54,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3870,1525,18/05/2021 15:31,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3871,1525,21/05/2021 12:45,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
3872,1527,01/08/2021 08:50,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3873,1527,06/08/2021 20:26,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3874,1527,10/08/2021 07:49,APPROVED,PLASTIC,36,8900,36,NULL,NULL,NULL
3875,1527,24/08/2021 09:01,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,2
3876,1529,11/10/2021 12:46,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3877,1529,18/10/2021 02:08,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3878,1529,22/10/2021 22:40,APPROVED,PLASTIC,49,30900,41,NULL,NULL,NULL
3879,1529,05/11/2021 01:59,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
3880,1529,25/10/2021 11:16,NULL,NULL,NULL,NULL,NULL,422.6414881,NULL,NULL
3881,1529,25/10/2021 08:58,NULL,NULL,NULL,NULL,NULL,2164.470053,NULL,NULL
3882,1529,25/10/2021 08:12,NULL,NULL,NULL,NULL,NULL,1651.998399,NULL,NULL
3883,1529,22/10/2021 19:48,NULL,NULL,NULL,NULL,NULL,265.5477766,NULL,NULL
3884,1529,22/10/2021 15:14,NULL,NULL,NULL,NULL,NULL,4.540029579,NULL,NULL
3885,1530,18/09/2021 03:21,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3886,1530,21/09/2021 13:09,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3887,1530,24/09/2021 16:42,APPROVED,PLASTIC,34,2900,48,NULL,NULL,NULL
3888,1530,27/09/2021 23:05,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,5
3889,1530,04/10/2021 03:50,NULL,NULL,NULL,NULL,NULL,530.2097987,NULL,NULL
3890,1530,16/10/2021 14:36,NULL,NULL,NULL,NULL,NULL,1760.567968,NULL,NULL
3891,1530,17/10/2021 15:44,NULL,NULL,NULL,NULL,NULL,1146.80178,NULL,NULL
3892,1533,17/06/2021 00:49,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3893,1533,19/06/2021 03:12,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3894,1533,20/06/2021 15:27,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
3895,1535,09/09/2021 20:44,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3896,1535,10/09/2021 11:54,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3897,1535,14/09/2021 04:57,APPROVED,PLASTIC,31,14600,43,NULL,NULL,NULL
3898,1535,23/09/2021 05:58,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,1
3899,1535,17/10/2021 08:47,NULL,NULL,NULL,NULL,NULL,62.76420865,NULL,NULL
3900,1536,17/01/2021 14:53,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3901,1536,23/01/2021 06:22,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3902,1536,27/01/2021 13:24,APPROVED,PLASTIC,30,28800,41,NULL,NULL,NULL
3903,1536,04/02/2021 03:55,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
3904,1536,04/03/2021 06:51,NULL,NULL,NULL,NULL,NULL,18.72018176,NULL,NULL
3905,1536,10/03/2021 20:13,NULL,NULL,NULL,NULL,NULL,585.73522,NULL,NULL
3906,1536,16/03/2021 17:32,NULL,NULL,NULL,NULL,NULL,176.3110282,NULL,NULL
3907,1536,18/04/2021 07:16,NULL,NULL,NULL,NULL,NULL,164.0128254,NULL,NULL
3908,1537,06/02/2021 06:44,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3909,1537,07/02/2021 04:50,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3910,1537,09/02/2021 10:07,APPROVED,DIGITAL,30,22500,42,NULL,NULL,NULL
3911,1537,06/08/2021 04:16,NULL,NULL,NULL,NULL,NULL,745.104858,NULL,NULL
3912,1537,08/08/2021 21:32,NULL,NULL,NULL,NULL,NULL,567.5709008,NULL,NULL
3913,1539,24/02/2021 15:53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3914,1540,27/03/2021 11:44,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3915,1540,30/03/2021 02:08,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3916,1540,03/04/2021 21:22,APPROVED,PLASTIC,48,20500,44,NULL,NULL,NULL
3917,1540,09/04/2021 17:02,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,1
3918,1540,22/07/2021 04:49,NULL,NULL,NULL,NULL,NULL,2794.71607,NULL,NULL
3919,1543,01/10/2021 06:47,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3920,1543,07/10/2021 01:28,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3921,1543,10/10/2021 03:29,APPROVED,PLASTIC,42,4800,49,NULL,NULL,NULL
3922,1543,18/10/2021 22:04,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
3923,1543,21/10/2021 01:42,NULL,NULL,NULL,NULL,NULL,123.2086316,NULL,NULL
3924,1543,21/10/2021 09:40,NULL,NULL,NULL,NULL,NULL,3539.634376,NULL,NULL
3925,1544,18/09/2021 05:38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3926,1545,30/09/2021 04:39,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3927,1545,02/10/2021 20:49,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3928,1545,02/10/2021 20:52,APPROVED,DIGITAL,34,2600,33,NULL,NULL,NULL
3929,1545,21/10/2021 19:11,NULL,NULL,NULL,NULL,NULL,98.00519098,NULL,NULL
3930,1545,21/10/2021 21:21,NULL,NULL,NULL,NULL,NULL,62.52436074,NULL,NULL
3931,1545,21/10/2021 21:46,NULL,NULL,NULL,NULL,NULL,1356.039201,NULL,NULL
3932,1545,21/10/2021 21:47,NULL,NULL,NULL,NULL,NULL,690.2525279,NULL,NULL
3933,1546,12/05/2021 17:27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3934,1547,28/09/2021 19:12,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3935,1547,03/10/2021 06:30,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3936,1547,04/10/2021 04:47,APPROVED,DIGITAL,41,3500,48,NULL,NULL,NULL
3937,1547,18/10/2021 21:02,NULL,NULL,NULL,NULL,NULL,96.35648046,NULL,NULL
3938,1548,09/06/2021 00:48,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3939,1548,15/06/2021 19:30,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3940,1548,18/06/2021 19:11,APPROVED,PLASTIC,45,13600,37,NULL,NULL,NULL
3941,1548,30/06/2021 17:39,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,4
3942,1549,10/05/2021 11:45,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3943,1549,13/05/2021 07:23,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3944,1549,19/05/2021 07:34,APPROVED,PLASTIC,39,11600,32,NULL,NULL,NULL
3945,1549,27/05/2021 18:11,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
3946,1549,30/05/2021 14:00,NULL,NULL,NULL,NULL,NULL,162.4983095,NULL,NULL
3947,1549,31/07/2021 01:57,NULL,NULL,NULL,NULL,NULL,87.60455543,NULL,NULL
3948,1549,20/10/2021 08:22,NULL,NULL,NULL,NULL,NULL,788.0114799,NULL,NULL
3949,1550,20/01/2021 18:00,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3950,1550,21/01/2021 16:18,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3951,1550,22/01/2021 22:29,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
3952,1553,09/06/2021 15:18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3953,1554,18/10/2021 15:38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3954,1555,08/05/2021 03:24,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3955,1555,09/05/2021 13:52,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3956,1555,14/05/2021 11:28,APPROVED,PLASTIC,47,15500,40,NULL,NULL,NULL
3957,1555,22/05/2021 23:08,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
3958,1555,24/05/2021 15:01,NULL,NULL,NULL,NULL,NULL,82.89080969,NULL,NULL
3959,1555,28/05/2021 01:06,NULL,NULL,NULL,NULL,NULL,2704.062927,NULL,NULL
3960,1555,27/06/2021 14:37,NULL,NULL,NULL,NULL,NULL,49996.28777,NULL,NULL
3961,1557,31/05/2021 09:59,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3962,1557,04/06/2021 19:52,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3963,1557,10/06/2021 16:09,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
3964,1561,07/06/2021 03:39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
