,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
2742,1023,44:45.6,NULL,NULL,NULL,NULL,NULL,5735.535378,NULL,NULL
2743,1023,46:03.9,NULL,NULL,NULL,NULL,NULL,272.108898,NULL,NULL
2744,1023,48:05.2,NULL,NULL,NULL,NULL,NULL,223.3376019,NULL,NULL
2745,1024,48:05.0,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2746,1024,33:39.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2747,1024,05:32.9,APPROVED,PLASTIC,42,3100,39,NULL,NULL,NULL
2748,1024,30:40.0,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,0
2749,1024,18:33.0,NULL,NULL,NULL,NULL,NULL,276.0248709,NULL,NULL
2750,1024,52:01.8,NULL,NULL,NULL,NULL,NULL,351.3857818,NULL,NULL
2751,1024,47:04.1,NULL,NULL,NULL,NULL,NULL,31.13393961,NULL,NULL
2752,1024,05:05.4,NULL,NULL,NULL,NULL,NULL,985.1569192,NULL,NULL
2753,1025,56:05.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2754,1025,10:12.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2755,1025,08:03.5,APPROVED,PLASTIC,34,9500,32,NULL,NULL,NULL
2756,1025,10:38.8,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,3
2757,1025,28:13.8,NULL,NULL,NULL,NULL,NULL,61.98013877,NULL,NULL
2758,1025,05:24.4,NULL,NULL,NULL,NULL,NULL,31.131185,NULL,NULL
2759,1025,16:57.1,NULL,NULL,NULL,NULL,NULL,32.57505174,NULL,NULL
2760,1025,54:24.9,NULL,NULL,NULL,NULL,NULL,306.1888318,NULL,NULL
2761,1025,20:59.5,NULL,NULL,NULL,NULL,NULL,4137.122469,NULL,NULL
2762,1026,52:21.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2763,1026,37:12.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2764,1026,25:07.5,APPROVED,PLASTIC,46,8800,32,NULL,NULL,NULL
2765,1026,34:25.0,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
2766,1026,47:40.2,NULL,NULL,NULL,NULL,NULL,524.0128549,NULL,NULL
2767,1027,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2768,1028,23:06.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2769,1028,08:34.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2770,1028,14:37.5,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
2771,1029,07:37.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2772,1029,32:26.0,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2773,1029,18:17.3,APPROVED,PLASTIC,45,3700,42,NULL,NULL,NULL
2774,1029,03:30.3,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,1
2775,1029,13:06.9,NULL,NULL,NULL,NULL,NULL,2.794731745,NULL,NULL
2776,1029,02:26.3,NULL,NULL,NULL,NULL,NULL,606.5389053,NULL,NULL
2777,1029,54:05.6,NULL,NULL,NULL,NULL,NULL,268.2446104,NULL,NULL
2778,1029,47:28.4,NULL,NULL,NULL,NULL,NULL,168.3493841,NULL,NULL
2779,1029,36:32.4,NULL,NULL,NULL,NULL,NULL,877.1609233,NULL,NULL
2780,1031,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2781,1032,29:58.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2782,1032,54:57.0,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2783,1032,11:32.4,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
2784,1033,41:13.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2785,1033,36:44.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2786,1033,24:19.3,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
2787,1034,45:44.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2788,1034,09:47.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2789,1034,05:43.5,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
2790,1035,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2791,1036,20:52.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2792,1036,37:00.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2793,1036,35:07.2,APPROVED,PLASTIC,35,11200,37,NULL,NULL,NULL
2794,1036,49:30.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,0
2795,1036,11:27.3,NULL,NULL,NULL,NULL,NULL,9329.61716,NULL,NULL
2796,1038,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2797,1039,04:05.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2798,1039,41:38.8,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2799,1039,28:34.6,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
2800,1040,55:42.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2801,1040,16:10.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2802,1040,42:52.3,APPROVED,PLASTIC,30,10100,48,NULL,NULL,NULL
2803,1040,50:12.7,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,4
2804,1041,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2805,1044,51:51.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2806,1044,59:35.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2807,1044,30:42.8,APPROVED,PLASTIC,49,4300,44,NULL,NULL,NULL
2808,1044,41:42.9,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
2809,1045,25:39.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2810,1045,46:08.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2811,1045,55:38.1,APPROVED,PLASTIC,46,24600,47,NULL,NULL,NULL
2812,1045,07:12.2,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
2813,1045,48:34.2,NULL,NULL,NULL,NULL,NULL,3047.596465,NULL,NULL
2814,1045,38:44.4,NULL,NULL,NULL,NULL,NULL,152.9339892,NULL,NULL
2815,1045,00:50.1,NULL,NULL,NULL,NULL,NULL,143.4333735,NULL,NULL
2816,1048,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2817,1049,42:14.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2818,1049,57:35.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2819,1049,31:08.1,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
2820,1052,14:03.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2821,1052,17:36.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2822,1052,43:22.2,APPROVED,DIGITAL,32,4200,32,NULL,NULL,NULL
2823,1052,24:20.5,NULL,NULL,NULL,NULL,NULL,589.3822751,NULL,NULL
2824,1052,54:54.3,NULL,NULL,NULL,NULL,NULL,249.9811054,NULL,NULL
2825,1052,22:46.4,NULL,NULL,NULL,NULL,NULL,70.54155134,NULL,NULL
2826,1052,50:50.7,NULL,NULL,NULL,NULL,NULL,3558.799242,NULL,NULL
2827,1055,50:48.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2828,1055,44:55.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2829,1055,07:05.4,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
2830,1056,43:37.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2831,1056,42:35.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2832,1056,22:40.1,APPROVED,PLASTIC,49,42400,39,NULL,NULL,NULL
2833,1056,45:14.9,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
2834,1056,23:33.7,NULL,NULL,NULL,NULL,NULL,548.9990116,NULL,NULL
2835,1056,41:50.6,NULL,NULL,NULL,NULL,NULL,77.41726797,NULL,NULL
2836,1056,15:35.2,NULL,NULL,NULL,NULL,NULL,9483.052626,NULL,NULL
2837,1059,33:56.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2838,1059,43:09.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2839,1059,14:23.1,APPROVED,PLASTIC,33,5500,47,NULL,NULL,NULL
2840,1059,46:29.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,2
2841,1059,21:57.3,NULL,NULL,NULL,NULL,NULL,16.17668764,NULL,NULL
2842,1059,27:50.9,NULL,NULL,NULL,NULL,NULL,7.97581164,NULL,NULL
2843,1059,13:59.6,NULL,NULL,NULL,NULL,NULL,257.6789728,NULL,NULL
2844,1059,12:04.6,NULL,NULL,NULL,NULL,NULL,162.6556548,NULL,NULL
2845,1059,56:30.4,NULL,NULL,NULL,NULL,NULL,760.9118535,NULL,NULL
2846,1060,44:54.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2847,1060,50:43.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2848,1060,44:32.6,APPROVED,DIGITAL,46,700,30,NULL,NULL,NULL
2849,1060,08:11.3,NULL,NULL,NULL,NULL,NULL,39.67814679,NULL,NULL
2850,1061,07:08.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2851,1061,03:58.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2852,1061,03:41.2,APPROVED,PLASTIC,45,8600,45,NULL,NULL,NULL
2853,1061,54:52.2,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,2
2854,1061,35:08.3,NULL,NULL,NULL,NULL,NULL,1462.672919,NULL,NULL
2855,1061,22:28.2,NULL,NULL,NULL,NULL,NULL,1112.064214,NULL,NULL
2856,1061,11:30.2,NULL,NULL,NULL,NULL,NULL,228.8358504,NULL,NULL
2857,1061,41:19.8,NULL,NULL,NULL,NULL,NULL,117.9910213,NULL,NULL
2858,1063,28:15.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2859,1063,56:42.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2860,1063,19:35.7,APPROVED,DIGITAL,48,82700,30,NULL,NULL,NULL
2861,1063,38:53.5,NULL,NULL,NULL,NULL,NULL,2449.542186,NULL,NULL
2862,1063,56:52.9,NULL,NULL,NULL,NULL,NULL,417.8719085,NULL,NULL
2863,1063,15:40.9,NULL,NULL,NULL,NULL,NULL,1499.495091,NULL,NULL
2864,1063,43:56.6,NULL,NULL,NULL,NULL,NULL,139.508877,NULL,NULL
2865,1064,37:50.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2866,1064,17:52.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2867,1064,23:58.1,APPROVED,DIGITAL,41,24500,30,NULL,NULL,NULL
2868,1064,37:21.9,NULL,NULL,NULL,NULL,NULL,294.0167953,NULL,NULL
2869,1064,22:46.2,NULL,NULL,NULL,NULL,NULL,110631.1405,NULL,NULL
2870,1064,35:45.8,NULL,NULL,NULL,NULL,NULL,1230.05319,NULL,NULL
2871,1064,40:24.1,NULL,NULL,NULL,NULL,NULL,75.94270763,NULL,NULL
2872,1065,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2873,1066,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2874,1067,03:42.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2875,1067,16:45.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2876,1067,45:25.4,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
2877,1068,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2878,1070,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2879,1071,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2880,1072,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2881,1073,51:46.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2882,1073,18:38.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2883,1073,21:47.8,APPROVED,PLASTIC,37,18900,42,NULL,NULL,NULL
2884,1073,28:41.4,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
2885,1073,10:55.0,NULL,NULL,NULL,NULL,NULL,445.2631489,NULL,NULL
2886,1073,04:57.6,NULL,NULL,NULL,NULL,NULL,884.836053,NULL,NULL
2887,1073,41:34.5,NULL,NULL,NULL,NULL,NULL,17.44681176,NULL,NULL
2888,1073,42:20.4,NULL,NULL,NULL,NULL,NULL,5.897762137,NULL,NULL
2889,1074,45:03.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2890,1074,58:27.0,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2891,1074,36:50.0,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
2892,1075,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2893,1076,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2894,1078,27:35.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2895,1078,38:52.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2896,1078,22:58.1,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
2897,1083,32:19.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2898,1083,51:33.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2899,1083,52:09.1,APPROVED,PLASTIC,37,5200,47,NULL,NULL,NULL
2900,1083,13:29.2,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
2901,1083,33:28.9,NULL,NULL,NULL,NULL,NULL,506.9007076,NULL,NULL
2902,1083,21:32.8,NULL,NULL,NULL,NULL,NULL,279.1437013,NULL,NULL
2903,1083,03:53.4,NULL,NULL,NULL,NULL,NULL,1282.965427,NULL,NULL
2904,1083,36:13.6,NULL,NULL,NULL,NULL,NULL,2177.237844,NULL,NULL
2905,1085,52:00.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2906,1085,03:05.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2907,1085,09:54.6,APPROVED,DIGITAL,37,900,46,NULL,NULL,NULL
2908,1085,43:13.3,NULL,NULL,NULL,NULL,NULL,384.1454463,NULL,NULL
2909,1085,16:58.5,NULL,NULL,NULL,NULL,NULL,727.4811668,NULL,NULL
2910,1085,01:00.3,NULL,NULL,NULL,NULL,NULL,2253.586842,NULL,NULL
2911,1086,19:06.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2912,1086,10:24.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2913,1086,38:52.4,APPROVED,PLASTIC,38,27800,37,NULL,NULL,NULL
2914,1086,22:08.3,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,1
2915,1087,19:51.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2916,1087,33:29.6,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2917,1087,50:19.4,APPROVED,DIGITAL,40,19300,40,NULL,NULL,NULL
2918,1090,21:17.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2919,1090,11:35.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2920,1090,16:50.0,APPROVED,PLASTIC,35,16200,33,NULL,NULL,NULL
2921,1090,15:28.0,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
2922,1092,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2923,1093,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2924,1096,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2925,1097,42:52.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2926,1097,20:17.2,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2927,1097,48:46.8,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
2928,1099,04:31.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2929,1099,28:56.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2930,1099,06:29.9,APPROVED,PLASTIC,47,7600,46,NULL,NULL,NULL
2931,1099,23:42.1,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,2
2932,1099,47:09.6,NULL,NULL,NULL,NULL,NULL,11370.10967,NULL,NULL
2933,1100,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2934,1101,36:19.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2935,1101,13:03.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2936,1101,34:02.1,APPROVED,PLASTIC,45,29900,33,NULL,NULL,NULL
2937,1101,40:35.7,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,0
2938,1105,20:03.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2939,1105,21:24.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2940,1105,39:51.7,APPROVED,PLASTIC,38,26000,48,NULL,NULL,NULL
2941,1105,29:36.4,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,4
2942,1106,39:56.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2943,1106,09:58.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2944,1106,46:02.2,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
2945,1108,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2946,1109,24:16.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2947,1109,50:14.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2948,1109,50:57.0,APPROVED,PLASTIC,31,11500,44,NULL,NULL,NULL
2949,1109,29:53.3,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,4
2950,1109,55:51.5,NULL,NULL,NULL,NULL,NULL,514.1708233,NULL,NULL
2951,1109,24:16.1,NULL,NULL,NULL,NULL,NULL,2659.962971,NULL,NULL
2952,1110,05:24.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2953,1110,14:22.2,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2954,1110,29:18.8,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
2955,1113,11:30.0,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2956,1113,17:12.6,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2957,1113,38:15.3,APPROVED,PLASTIC,46,10700,46,NULL,NULL,NULL
2958,1113,01:16.2,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,5
2959,1113,47:20.9,NULL,NULL,NULL,NULL,NULL,278.5030994,NULL,NULL
2960,1115,44:55.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2961,1115,00:54.6,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2962,1115,37:57.6,APPROVED,PLASTIC,45,8100,43,NULL,NULL,NULL
2963,1115,09:05.1,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,0
2964,1115,49:32.8,NULL,NULL,NULL,NULL,NULL,28.26837015,NULL,NULL
2965,1115,25:03.0,NULL,NULL,NULL,NULL,NULL,59.75504826,NULL,NULL
2966,1115,20:58.8,NULL,NULL,NULL,NULL,NULL,65.75018772,NULL,NULL
2967,1115,49:06.1,NULL,NULL,NULL,NULL,NULL,2.919220269,NULL,NULL
2968,1117,03:16.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2969,1117,01:42.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2970,1117,06:56.9,APPROVED,PLASTIC,41,18500,36,NULL,NULL,NULL
2971,1117,41:44.7,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,3
2972,1117,58:25.5,NULL,NULL,NULL,NULL,NULL,23.74593747,NULL,NULL
2973,1117,59:44.0,NULL,NULL,NULL,NULL,NULL,203.1266404,NULL,NULL
2974,1117,28:17.1,NULL,NULL,NULL,NULL,NULL,4053.478953,NULL,NULL
2975,1117,21:50.2,NULL,NULL,NULL,NULL,NULL,1036.832882,NULL,NULL
2976,1117,35:48.0,NULL,NULL,NULL,NULL,NULL,21.98527026,NULL,NULL
2977,1118,36:34.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2978,1118,09:42.6,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2979,1118,15:18.9,APPROVED,PLASTIC,32,10100,35,NULL,NULL,NULL
2980,1118,23:58.4,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
2981,1118,54:14.7,NULL,NULL,NULL,NULL,NULL,602.2993163,NULL,NULL
2982,1118,27:12.1,NULL,NULL,NULL,NULL,NULL,286.945778,NULL,NULL
2983,1118,31:55.8,NULL,NULL,NULL,NULL,NULL,9.132987989,NULL,NULL
2984,1120,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2985,1121,05:52.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2986,1121,51:52.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2987,1121,32:10.2,APPROVED,PLASTIC,35,39000,46,NULL,NULL,NULL
2988,1121,59:16.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
2989,1121,26:57.3,NULL,NULL,NULL,NULL,NULL,62.91384426,NULL,NULL
2990,1121,23:10.0,NULL,NULL,NULL,NULL,NULL,81.52031261,NULL,NULL
2991,1121,39:18.2,NULL,NULL,NULL,NULL,NULL,615.7702971,NULL,NULL
2992,1122,25:24.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2993,1122,00:55.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2994,1122,01:36.9,APPROVED,PLASTIC,35,41200,40,NULL,NULL,NULL
2995,1122,43:27.8,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
2996,1122,54:48.6,NULL,NULL,NULL,NULL,NULL,1040.998354,NULL,NULL
2997,1122,44:55.0,NULL,NULL,NULL,NULL,NULL,26.40791814,NULL,NULL
2998,1123,59:22.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2999,1123,58:09.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3000,1123,33:31.5,APPROVED,PLASTIC,30,900,38,NULL,NULL,NULL
3001,1123,10:09.2,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,1
3002,1123,55:26.1,NULL,NULL,NULL,NULL,NULL,49.27004805,NULL,NULL
3003,1124,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3004,1126,52:14.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3005,1126,31:37.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3006,1126,48:04.7,APPROVED,PLASTIC,43,19800,38,NULL,NULL,NULL
3007,1126,28:10.4,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
3008,1126,46:15.6,NULL,NULL,NULL,NULL,NULL,95775.67233,NULL,NULL
3009,1126,38:04.8,NULL,NULL,NULL,NULL,NULL,15.88435316,NULL,NULL
3010,1128,18:46.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3011,1128,29:31.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3012,1128,16:17.0,APPROVED,PLASTIC,38,3900,41,NULL,NULL,NULL
3013,1128,59:22.9,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,2
3014,1128,40:54.8,NULL,NULL,NULL,NULL,NULL,9.414727779,NULL,NULL
3015,1128,21:52.0,NULL,NULL,NULL,NULL,NULL,96.34875361,NULL,NULL
3016,1128,31:52.8,NULL,NULL,NULL,NULL,NULL,515.006432,NULL,NULL
3017,1128,12:22.2,NULL,NULL,NULL,NULL,NULL,371.7028769,NULL,NULL
3018,1130,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3019,1131,40:43.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3020,1131,32:59.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3021,1131,37:44.7,APPROVED,DIGITAL,33,12200,30,NULL,NULL,NULL
3022,1131,02:35.0,NULL,NULL,NULL,NULL,NULL,114.0987618,NULL,NULL
3023,1131,18:11.3,NULL,NULL,NULL,NULL,NULL,162.5753286,NULL,NULL
3024,1131,03:19.2,NULL,NULL,NULL,NULL,NULL,8184.820414,NULL,NULL
3025,1131,40:54.1,NULL,NULL,NULL,NULL,NULL,649.6473398,NULL,NULL
3026,1131,36:17.6,NULL,NULL,NULL,NULL,NULL,1969.514183,NULL,NULL
3027,1132,23:10.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3028,1132,04:20.0,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3029,1132,10:54.0,APPROVED,DIGITAL,41,700,36,NULL,NULL,NULL
3030,1132,04:37.4,NULL,NULL,NULL,NULL,NULL,72.50470371,NULL,NULL
3031,1132,51:49.2,NULL,NULL,NULL,NULL,NULL,125.2630201,NULL,NULL
3032,1133,38:20.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3033,1133,22:36.8,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3034,1133,54:30.3,APPROVED,DIGITAL,45,61200,39,NULL,NULL,NULL
3035,1133,51:23.7,NULL,NULL,NULL,NULL,NULL,14.52661147,NULL,NULL
3036,1133,50:16.6,NULL,NULL,NULL,NULL,NULL,454.9177442,NULL,NULL
3037,1133,45:58.3,NULL,NULL,NULL,NULL,NULL,214.9565759,NULL,NULL
3038,1133,27:23.2,NULL,NULL,NULL,NULL,NULL,17.05594054,NULL,NULL
3039,1133,29:37.3,NULL,NULL,NULL,NULL,NULL,208.0578529,NULL,NULL
3040,1135,06:04.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3041,1135,12:02.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3042,1135,03:20.2,APPROVED,PLASTIC,41,1200,47,NULL,NULL,NULL
3043,1135,12:21.0,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
3044,1135,24:10.4,NULL,NULL,NULL,NULL,NULL,1378.107894,NULL,NULL
3045,1135,44:50.8,NULL,NULL,NULL,NULL,NULL,3.47870928,NULL,NULL
3046,1135,01:05.6,NULL,NULL,NULL,NULL,NULL,18372.60439,NULL,NULL
3047,1135,23:53.0,NULL,NULL,NULL,NULL,NULL,25.20795504,NULL,NULL
3048,1136,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
